episode_id,episode_text,domain,research_area,delta_ged,delta_ig,is_insight,cross_domain_count,domain_diversity,topk_count,vector_reconstruction,timestamp
98,"Recent research in Few-shot Learning demonstrates significant improvements in drug discovery, showing promising results with practical implications for real-world deployment.",drug discovery,Few-shot Learning,0.6858410239219666,0.098,True,10,1,10,"Episode_98: 中間抽象度, 集約的 (dims: [183, 158, 326, 305, 201])",2025-06-18T13:59:01.806365
99,"Recent research in Transfer Learning reveals new insights about financial prediction, showing promising results with practical implications for real-world deployment.",financial prediction,Transfer Learning,0.647900253534317,0.099,False,10,1,10,"Episode_99: 中間抽象度, 集約的 (dims: [263, 116, 146, 202, 67])",2025-06-18T13:59:01.850959
100,"Recent research in Adversarial Machine Learning establishes new benchmarks for educational technology, showing promising results with practical implications for real-world deployment.",educational technology,Adversarial Machine Learning,0.6267958283424377,0.1,False,10,1,10,"Episode_100: 中間抽象度, 集約的 (dims: [304, 34, 109, 141, 249])",2025-06-18T13:59:01.896383
101,"Recent research in Large Language Models achieves breakthrough performance on medical diagnosis, showing promising results with practical implications for real-world deployment.",medical diagnosis,Large Language Models,0.7565554976463318,0.101,True,10,1,10,"Episode_101: 中間抽象度, 集約的 (dims: [13, 282, 58, 91, 281])",2025-06-18T13:59:01.942583
102,"Recent research in Computer Vision introduces novel architecture for autonomous systems, showing promising results with practical implications for real-world deployment.",autonomous systems,Computer Vision,0.8714620172977448,0.10200000000000001,True,10,2,10,"Episode_102: 中間抽象度, 集約的 (dims: [55, 373, 124, 359, 302])",2025-06-18T13:59:01.986892
103,"Recent research in Reinforcement Learning demonstrates significant improvements in natural language processing, showing promising results with practical implications for real-world deployment.",natural language processing,Reinforcement Learning,0.7472319304943085,0.10300000000000001,True,10,1,10,"Episode_103: 中間抽象度, 集約的 (dims: [36, 182, 77, 235, 202])",2025-06-18T13:59:02.031383
104,"Recent research in Graph Neural Networks reveals new insights about computer vision, showing promising results with practical implications for real-world deployment.",computer vision,Graph Neural Networks,0.750832736492157,0.10400000000000001,True,10,2,10,"Episode_104: 中間抽象度, 集約的 (dims: [360, 184, 305, 266, 71])",2025-06-18T13:59:02.075848
105,"Recent research in Federated Learning establishes new benchmarks for robotics, showing promising results with practical implications for real-world deployment.",robotics,Federated Learning,0.6535001993179321,0.105,True,10,1,10,"Episode_105: 中間抽象度, 集約的 (dims: [309, 42, 374, 377, 1])",2025-06-18T13:59:02.119614
106,"Recent research in Explainable AI achieves breakthrough performance on cybersecurity, showing promising results with practical implications for real-world deployment.",cybersecurity,Explainable AI,0.6540517210960388,0.106,True,1,2,10,"Episode_106: 中間抽象度, 集約的 (dims: [106, 62, 379, 367, 71])",2025-06-18T13:59:02.164421
107,"Recent research in Multimodal Learning introduces novel architecture for climate modeling, showing promising results with practical implications for real-world deployment.",climate modeling,Multimodal Learning,0.8807835876941681,0.107,True,10,2,10,"Episode_107: 中間抽象度, 集約的 (dims: [285, 367, 267, 188, 181])",2025-06-18T13:59:02.208757
108,"Recent research in Few-shot Learning demonstrates significant improvements in drug discovery, showing promising results with practical implications for real-world deployment.",drug discovery,Few-shot Learning,0.6858410239219666,0.108,True,10,2,10,"Episode_108: 中間抽象度, 集約的 (dims: [183, 158, 326, 305, 201])",2025-06-18T13:59:02.253836
109,"Recent research in Transfer Learning reveals new insights about financial prediction, showing promising results with practical implications for real-world deployment.",financial prediction,Transfer Learning,0.647900253534317,0.109,True,10,2,10,"Episode_109: 中間抽象度, 集約的 (dims: [263, 116, 146, 202, 67])",2025-06-18T13:59:02.297641
110,"Recent research in Adversarial Machine Learning establishes new benchmarks for educational technology, showing promising results with practical implications for real-world deployment.",educational technology,Adversarial Machine Learning,0.6267958283424377,0.11,True,10,2,10,"Episode_110: 中間抽象度, 集約的 (dims: [304, 34, 109, 141, 249])",2025-06-18T13:59:02.342171
111,"Recent research in Large Language Models achieves breakthrough performance on medical diagnosis, showing promising results with practical implications for real-world deployment.",medical diagnosis,Large Language Models,0.7565554976463318,0.111,True,9,2,10,"Episode_111: 中間抽象度, 集約的 (dims: [13, 282, 58, 91, 281])",2025-06-18T13:59:02.388218
112,"Recent research in Computer Vision introduces novel architecture for autonomous systems, showing promising results with practical implications for real-world deployment.",autonomous systems,Computer Vision,0.8714620172977448,0.112,True,10,2,10,"Episode_112: 中間抽象度, 集約的 (dims: [55, 373, 124, 359, 302])",2025-06-18T13:59:02.431992
113,"Recent research in Reinforcement Learning demonstrates significant improvements in natural language processing, showing promising results with practical implications for real-world deployment.",natural language processing,Reinforcement Learning,0.7472319304943085,0.113,True,10,2,10,"Episode_113: 中間抽象度, 集約的 (dims: [36, 182, 77, 235, 202])",2025-06-18T13:59:02.476437
114,"Recent research in Graph Neural Networks reveals new insights about computer vision, showing promising results with practical implications for real-world deployment.",computer vision,Graph Neural Networks,0.750832736492157,0.114,True,10,2,10,"Episode_114: 中間抽象度, 集約的 (dims: [360, 184, 305, 266, 71])",2025-06-18T13:59:02.520123
115,"Recent research in Federated Learning establishes new benchmarks for robotics, showing promising results with practical implications for real-world deployment.",robotics,Federated Learning,0.6535001993179321,0.115,True,10,2,10,"Episode_115: 中間抽象度, 集約的 (dims: [309, 42, 374, 377, 1])",2025-06-18T13:59:02.563726
116,"Recent research in Explainable AI achieves breakthrough performance on cybersecurity, showing promising results with practical implications for real-world deployment.",cybersecurity,Explainable AI,0.6540517210960388,0.116,True,2,2,10,"Episode_116: 中間抽象度, 集約的 (dims: [106, 62, 379, 367, 71])",2025-06-18T13:59:02.608338
117,"Recent research in Multimodal Learning introduces novel architecture for climate modeling, showing promising results with practical implications for real-world deployment.",climate modeling,Multimodal Learning,0.8807835876941681,0.117,True,10,2,10,"Episode_117: 中間抽象度, 集約的 (dims: [285, 367, 267, 188, 181])",2025-06-18T13:59:02.652919
118,"Recent research in Few-shot Learning demonstrates significant improvements in drug discovery, showing promising results with practical implications for real-world deployment.",drug discovery,Few-shot Learning,0.6858410239219666,0.11800000000000001,True,10,2,10,"Episode_118: 中間抽象度, 集約的 (dims: [183, 158, 326, 305, 201])",2025-06-18T13:59:02.699089
119,"Recent research in Transfer Learning reveals new insights about financial prediction, showing promising results with practical implications for real-world deployment.",financial prediction,Transfer Learning,0.647900253534317,0.11900000000000001,True,10,2,10,"Episode_119: 中間抽象度, 集約的 (dims: [263, 116, 146, 202, 67])",2025-06-18T13:59:02.742998
120,"Recent research in Adversarial Machine Learning establishes new benchmarks for educational technology, showing promising results with practical implications for real-world deployment.",educational technology,Adversarial Machine Learning,0.6267958283424377,0.12,True,10,2,10,"Episode_120: 中間抽象度, 集約的 (dims: [304, 34, 109, 141, 249])",2025-06-18T13:59:02.787553
121,"Recent research in Large Language Models achieves breakthrough performance on medical diagnosis, showing promising results with practical implications for real-world deployment.",medical diagnosis,Large Language Models,0.7565554976463318,0.121,True,8,2,10,"Episode_121: 中間抽象度, 集約的 (dims: [13, 282, 58, 91, 281])",2025-06-18T13:59:02.833257
122,"Recent research in Computer Vision introduces novel architecture for autonomous systems, showing promising results with practical implications for real-world deployment.",autonomous systems,Computer Vision,0.8714620172977448,0.122,True,10,2,10,"Episode_122: 中間抽象度, 集約的 (dims: [55, 373, 124, 359, 302])",2025-06-18T13:59:02.876391
123,"Recent research in Reinforcement Learning demonstrates significant improvements in natural language processing, showing promising results with practical implications for real-world deployment.",natural language processing,Reinforcement Learning,0.7472319304943085,0.123,True,10,2,10,"Episode_123: 中間抽象度, 集約的 (dims: [36, 182, 77, 235, 202])",2025-06-18T13:59:02.920459
124,"Recent research in Graph Neural Networks reveals new insights about computer vision, showing promising results with practical implications for real-world deployment.",computer vision,Graph Neural Networks,0.750832736492157,0.124,True,10,2,10,"Episode_124: 中間抽象度, 集約的 (dims: [360, 184, 305, 266, 71])",2025-06-18T13:59:02.965768
125,"Recent research in Federated Learning establishes new benchmarks for robotics, showing promising results with practical implications for real-world deployment.",robotics,Federated Learning,0.6535001993179321,0.125,True,10,2,10,"Episode_125: 中間抽象度, 集約的 (dims: [309, 42, 374, 377, 1])",2025-06-18T13:59:03.012541
126,"Recent research in Explainable AI achieves breakthrough performance on cybersecurity, showing promising results with practical implications for real-world deployment.",cybersecurity,Explainable AI,0.6540517210960388,0.126,True,3,2,10,"Episode_126: 中間抽象度, 集約的 (dims: [106, 62, 379, 367, 71])",2025-06-18T13:59:03.059030
127,"Recent research in Multimodal Learning introduces novel architecture for climate modeling, showing promising results with practical implications for real-world deployment.",climate modeling,Multimodal Learning,0.8807835876941681,0.127,True,10,2,10,"Episode_127: 中間抽象度, 集約的 (dims: [285, 367, 267, 188, 181])",2025-06-18T13:59:03.104109
128,"Recent research in Few-shot Learning demonstrates significant improvements in drug discovery, showing promising results with practical implications for real-world deployment.",drug discovery,Few-shot Learning,0.6858410239219666,0.128,True,10,2,10,"Episode_128: 中間抽象度, 集約的 (dims: [183, 158, 326, 305, 201])",2025-06-18T13:59:03.149106
129,"Recent research in Transfer Learning reveals new insights about financial prediction, showing promising results with practical implications for real-world deployment.",financial prediction,Transfer Learning,0.647900253534317,0.129,True,10,2,10,"Episode_129: 中間抽象度, 集約的 (dims: [263, 116, 146, 202, 67])",2025-06-18T13:59:03.193517
130,"Recent research in Adversarial Machine Learning establishes new benchmarks for educational technology, showing promising results with practical implications for real-world deployment.",educational technology,Adversarial Machine Learning,0.6267958283424377,0.13,True,10,2,10,"Episode_130: 中間抽象度, 集約的 (dims: [304, 34, 109, 141, 249])",2025-06-18T13:59:03.238927
131,"Recent research in Large Language Models achieves breakthrough performance on medical diagnosis, showing promising results with practical implications for real-world deployment.",medical diagnosis,Large Language Models,0.7565554976463318,0.131,True,7,2,10,"Episode_131: 中間抽象度, 集約的 (dims: [13, 282, 58, 91, 281])",2025-06-18T13:59:03.285194
132,"Recent research in Computer Vision introduces novel architecture for autonomous systems, showing promising results with practical implications for real-world deployment.",autonomous systems,Computer Vision,0.8714620172977448,0.132,True,10,2,10,"Episode_132: 中間抽象度, 集約的 (dims: [55, 373, 124, 359, 302])",2025-06-18T13:59:03.329693
133,"Recent research in Reinforcement Learning demonstrates significant improvements in natural language processing, showing promising results with practical implications for real-world deployment.",natural language processing,Reinforcement Learning,0.7472319304943085,0.133,True,10,2,10,"Episode_133: 中間抽象度, 集約的 (dims: [36, 182, 77, 235, 202])",2025-06-18T13:59:03.373670
134,"Recent research in Graph Neural Networks reveals new insights about computer vision, showing promising results with practical implications for real-world deployment.",computer vision,Graph Neural Networks,0.750832736492157,0.134,True,10,2,10,"Episode_134: 中間抽象度, 集約的 (dims: [360, 184, 305, 266, 71])",2025-06-18T13:59:03.417803
135,"Recent research in Federated Learning establishes new benchmarks for robotics, showing promising results with practical implications for real-world deployment.",robotics,Federated Learning,0.6535001993179321,0.135,True,10,2,10,"Episode_135: 中間抽象度, 集約的 (dims: [309, 42, 374, 377, 1])",2025-06-18T13:59:03.462253
136,"Recent research in Explainable AI achieves breakthrough performance on cybersecurity, showing promising results with practical implications for real-world deployment.",cybersecurity,Explainable AI,0.6540517210960388,0.136,True,4,2,10,"Episode_136: 中間抽象度, 集約的 (dims: [106, 62, 379, 367, 71])",2025-06-18T13:59:03.506576
137,"Recent research in Multimodal Learning introduces novel architecture for climate modeling, showing promising results with practical implications for real-world deployment.",climate modeling,Multimodal Learning,0.8807835876941681,0.137,True,10,2,10,"Episode_137: 中間抽象度, 集約的 (dims: [285, 367, 267, 188, 181])",2025-06-18T13:59:03.551620
138,"Recent research in Few-shot Learning demonstrates significant improvements in drug discovery, showing promising results with practical implications for real-world deployment.",drug discovery,Few-shot Learning,0.6858410239219666,0.138,True,10,2,10,"Episode_138: 中間抽象度, 集約的 (dims: [183, 158, 326, 305, 201])",2025-06-18T13:59:03.597735
139,"Recent research in Transfer Learning reveals new insights about financial prediction, showing promising results with practical implications for real-world deployment.",financial prediction,Transfer Learning,0.647900253534317,0.139,True,10,2,10,"Episode_139: 中間抽象度, 集約的 (dims: [263, 116, 146, 202, 67])",2025-06-18T13:59:03.642193
140,"Recent research in Adversarial Machine Learning establishes new benchmarks for educational technology, showing promising results with practical implications for real-world deployment.",educational technology,Adversarial Machine Learning,0.6267958283424377,0.14,True,10,2,10,"Episode_140: 中間抽象度, 集約的 (dims: [304, 34, 109, 141, 249])",2025-06-18T13:59:03.687495
141,"Recent research in Large Language Models achieves breakthrough performance on medical diagnosis, showing promising results with practical implications for real-world deployment.",medical diagnosis,Large Language Models,0.7565554976463318,0.14100000000000001,True,6,2,10,"Episode_141: 中間抽象度, 集約的 (dims: [13, 282, 58, 91, 281])",2025-06-18T13:59:03.733651
142,"Recent research in Computer Vision introduces novel architecture for autonomous systems, showing promising results with practical implications for real-world deployment.",autonomous systems,Computer Vision,0.8714620172977448,0.14200000000000002,True,10,2,10,"Episode_142: 中間抽象度, 集約的 (dims: [55, 373, 124, 359, 302])",2025-06-18T13:59:03.777141
143,"Recent research in Reinforcement Learning demonstrates significant improvements in natural language processing, showing promising results with practical implications for real-world deployment.",natural language processing,Reinforcement Learning,0.7472319304943085,0.14300000000000002,True,10,2,10,"Episode_143: 中間抽象度, 集約的 (dims: [36, 182, 77, 235, 202])",2025-06-18T13:59:03.820755
144,"Recent research in Graph Neural Networks reveals new insights about computer vision, showing promising results with practical implications for real-world deployment.",computer vision,Graph Neural Networks,0.750832736492157,0.14400000000000002,True,10,2,10,"Episode_144: 中間抽象度, 集約的 (dims: [360, 184, 305, 266, 71])",2025-06-18T13:59:03.865756
145,"Recent research in Federated Learning establishes new benchmarks for robotics, showing promising results with practical implications for real-world deployment.",robotics,Federated Learning,0.6535001993179321,0.145,True,10,2,10,"Episode_145: 中間抽象度, 集約的 (dims: [309, 42, 374, 377, 1])",2025-06-18T13:59:03.910236
146,"Recent research in Explainable AI achieves breakthrough performance on cybersecurity, showing promising results with practical implications for real-world deployment.",cybersecurity,Explainable AI,0.6540517210960388,0.146,True,5,2,10,"Episode_146: 中間抽象度, 集約的 (dims: [106, 62, 379, 367, 71])",2025-06-18T13:59:03.956566
147,"Recent research in Multimodal Learning introduces novel architecture for climate modeling, showing promising results with practical implications for real-world deployment.",climate modeling,Multimodal Learning,0.8807835876941681,0.147,True,10,2,10,"Episode_147: 中間抽象度, 集約的 (dims: [285, 367, 267, 188, 181])",2025-06-18T13:59:04.001550
148,"Recent research in Few-shot Learning demonstrates significant improvements in drug discovery, showing promising results with practical implications for real-world deployment.",drug discovery,Few-shot Learning,0.6858410239219666,0.148,True,10,2,10,"Episode_148: 中間抽象度, 集約的 (dims: [183, 158, 326, 305, 201])",2025-06-18T13:59:04.046847
149,"Recent research in Transfer Learning reveals new insights about financial prediction, showing promising results with practical implications for real-world deployment.",financial prediction,Transfer Learning,0.647900253534317,0.149,True,10,2,10,"Episode_149: 中間抽象度, 集約的 (dims: [263, 116, 146, 202, 67])",2025-06-18T13:59:04.091655
150,"Recent research in Adversarial Machine Learning establishes new benchmarks for educational technology, showing promising results with practical implications for real-world deployment.",educational technology,Adversarial Machine Learning,0.6267958283424377,0.15,True,10,2,10,"Episode_150: 中間抽象度, 集約的 (dims: [304, 34, 109, 141, 249])",2025-06-18T13:59:04.136988
151,"Recent research in Large Language Models achieves breakthrough performance on medical diagnosis, showing promising results with practical implications for real-world deployment.",medical diagnosis,Large Language Models,0.7565554976463318,0.151,True,5,2,10,"Episode_151: 中間抽象度, 集約的 (dims: [13, 282, 58, 91, 281])",2025-06-18T13:59:04.183744
152,"Recent research in Computer Vision introduces novel architecture for autonomous systems, showing promising results with practical implications for real-world deployment.",autonomous systems,Computer Vision,0.8714620172977448,0.152,True,10,2,10,"Episode_152: 中間抽象度, 集約的 (dims: [55, 373, 124, 359, 302])",2025-06-18T13:59:04.227773
153,"Recent research in Reinforcement Learning demonstrates significant improvements in natural language processing, showing promising results with practical implications for real-world deployment.",natural language processing,Reinforcement Learning,0.7472319304943085,0.153,True,10,2,10,"Episode_153: 中間抽象度, 集約的 (dims: [36, 182, 77, 235, 202])",2025-06-18T13:59:04.271726
154,"Recent research in Graph Neural Networks reveals new insights about computer vision, showing promising results with practical implications for real-world deployment.",computer vision,Graph Neural Networks,0.750832736492157,0.154,True,10,2,10,"Episode_154: 中間抽象度, 集約的 (dims: [360, 184, 305, 266, 71])",2025-06-18T13:59:04.315040
155,"Recent research in Federated Learning establishes new benchmarks for robotics, showing promising results with practical implications for real-world deployment.",robotics,Federated Learning,0.6535001993179321,0.155,True,10,2,10,"Episode_155: 中間抽象度, 集約的 (dims: [309, 42, 374, 377, 1])",2025-06-18T13:59:04.358313
156,"Recent research in Explainable AI achieves breakthrough performance on cybersecurity, showing promising results with practical implications for real-world deployment.",cybersecurity,Explainable AI,0.6540517210960388,0.156,True,6,2,10,"Episode_156: 中間抽象度, 集約的 (dims: [106, 62, 379, 367, 71])",2025-06-18T13:59:04.402785
157,"Recent research in Multimodal Learning introduces novel architecture for climate modeling, showing promising results with practical implications for real-world deployment.",climate modeling,Multimodal Learning,0.8807835876941681,0.157,True,10,2,10,"Episode_157: 中間抽象度, 集約的 (dims: [285, 367, 267, 188, 181])",2025-06-18T13:59:04.447293
158,"Recent research in Few-shot Learning demonstrates significant improvements in drug discovery, showing promising results with practical implications for real-world deployment.",drug discovery,Few-shot Learning,0.6858410239219666,0.158,True,10,2,10,"Episode_158: 中間抽象度, 集約的 (dims: [183, 158, 326, 305, 201])",2025-06-18T13:59:04.493560
159,"Recent research in Transfer Learning reveals new insights about financial prediction, showing promising results with practical implications for real-world deployment.",financial prediction,Transfer Learning,0.647900253534317,0.159,True,10,2,10,"Episode_159: 中間抽象度, 集約的 (dims: [263, 116, 146, 202, 67])",2025-06-18T13:59:04.537191
160,"Recent research in Adversarial Machine Learning establishes new benchmarks for educational technology, showing promising results with practical implications for real-world deployment.",educational technology,Adversarial Machine Learning,0.6267958283424377,0.16,True,10,2,10,"Episode_160: 中間抽象度, 集約的 (dims: [304, 34, 109, 141, 249])",2025-06-18T13:59:04.582461
161,"Recent research in Large Language Models achieves breakthrough performance on medical diagnosis, showing promising results with practical implications for real-world deployment.",medical diagnosis,Large Language Models,0.7565554976463318,0.161,True,4,2,10,"Episode_161: 中間抽象度, 集約的 (dims: [13, 282, 58, 91, 281])",2025-06-18T13:59:04.627946
162,"Recent research in Computer Vision introduces novel architecture for autonomous systems, showing promising results with practical implications for real-world deployment.",autonomous systems,Computer Vision,0.8714620172977448,0.162,True,10,2,10,"Episode_162: 中間抽象度, 集約的 (dims: [55, 373, 124, 359, 302])",2025-06-18T13:59:04.672892
163,"Recent research in Reinforcement Learning demonstrates significant improvements in natural language processing, showing promising results with practical implications for real-world deployment.",natural language processing,Reinforcement Learning,0.7472319304943085,0.163,True,10,2,10,"Episode_163: 中間抽象度, 集約的 (dims: [36, 182, 77, 235, 202])",2025-06-18T13:59:04.717888
164,"Recent research in Graph Neural Networks reveals new insights about computer vision, showing promising results with practical implications for real-world deployment.",computer vision,Graph Neural Networks,0.750832736492157,0.164,True,10,2,10,"Episode_164: 中間抽象度, 集約的 (dims: [360, 184, 305, 266, 71])",2025-06-18T13:59:04.763161
165,"Recent research in Federated Learning establishes new benchmarks for robotics, showing promising results with practical implications for real-world deployment.",robotics,Federated Learning,0.6535001993179321,0.165,True,10,2,10,"Episode_165: 中間抽象度, 集約的 (dims: [309, 42, 374, 377, 1])",2025-06-18T13:59:04.808761
166,"Recent research in Explainable AI achieves breakthrough performance on cybersecurity, showing promising results with practical implications for real-world deployment.",cybersecurity,Explainable AI,0.6540517210960388,0.166,True,7,2,10,"Episode_166: 中間抽象度, 集約的 (dims: [106, 62, 379, 367, 71])",2025-06-18T13:59:04.855713
167,"Recent research in Multimodal Learning introduces novel architecture for climate modeling, showing promising results with practical implications for real-world deployment.",climate modeling,Multimodal Learning,0.8807835876941681,0.167,True,10,2,10,"Episode_167: 中間抽象度, 集約的 (dims: [285, 367, 267, 188, 181])",2025-06-18T13:59:04.902160
168,"Recent research in Few-shot Learning demonstrates significant improvements in drug discovery, showing promising results with practical implications for real-world deployment.",drug discovery,Few-shot Learning,0.6858410239219666,0.168,True,10,2,10,"Episode_168: 中間抽象度, 集約的 (dims: [183, 158, 326, 305, 201])",2025-06-18T13:59:04.949938
169,"Recent research in Transfer Learning reveals new insights about financial prediction, showing promising results with practical implications for real-world deployment.",financial prediction,Transfer Learning,0.647900253534317,0.169,True,10,2,10,"Episode_169: 中間抽象度, 集約的 (dims: [263, 116, 146, 202, 67])",2025-06-18T13:59:04.994303
170,"Recent research in Adversarial Machine Learning establishes new benchmarks for educational technology, showing promising results with practical implications for real-world deployment.",educational technology,Adversarial Machine Learning,0.6267958283424377,0.17,True,10,2,10,"Episode_170: 中間抽象度, 集約的 (dims: [304, 34, 109, 141, 249])",2025-06-18T13:59:05.038397
171,"Recent research in Large Language Models achieves breakthrough performance on medical diagnosis, showing promising results with practical implications for real-world deployment.",medical diagnosis,Large Language Models,0.7565554976463318,0.171,True,3,2,10,"Episode_171: 中間抽象度, 集約的 (dims: [13, 282, 58, 91, 281])",2025-06-18T13:59:05.083578
172,"Recent research in Computer Vision introduces novel architecture for autonomous systems, showing promising results with practical implications for real-world deployment.",autonomous systems,Computer Vision,0.8714620172977448,0.17200000000000001,True,10,2,10,"Episode_172: 中間抽象度, 集約的 (dims: [55, 373, 124, 359, 302])",2025-06-18T13:59:05.126752
173,"Recent research in Reinforcement Learning demonstrates significant improvements in natural language processing, showing promising results with practical implications for real-world deployment.",natural language processing,Reinforcement Learning,0.7472319304943085,0.17300000000000001,True,10,2,10,"Episode_173: 中間抽象度, 集約的 (dims: [36, 182, 77, 235, 202])",2025-06-18T13:59:05.171117
174,"Recent research in Graph Neural Networks reveals new insights about computer vision, showing promising results with practical implications for real-world deployment.",computer vision,Graph Neural Networks,0.750832736492157,0.17400000000000002,True,10,2,10,"Episode_174: 中間抽象度, 集約的 (dims: [360, 184, 305, 266, 71])",2025-06-18T13:59:05.215099
175,"Recent research in Federated Learning establishes new benchmarks for robotics, showing promising results with practical implications for real-world deployment.",robotics,Federated Learning,0.6535001993179321,0.17500000000000002,True,10,2,10,"Episode_175: 中間抽象度, 集約的 (dims: [309, 42, 374, 377, 1])",2025-06-18T13:59:05.258419
176,"Recent research in Explainable AI achieves breakthrough performance on cybersecurity, showing promising results with practical implications for real-world deployment.",cybersecurity,Explainable AI,0.6540517210960388,0.176,True,8,2,10,"Episode_176: 中間抽象度, 集約的 (dims: [106, 62, 379, 367, 71])",2025-06-18T13:59:05.302935
177,"Recent research in Multimodal Learning introduces novel architecture for climate modeling, showing promising results with practical implications for real-world deployment.",climate modeling,Multimodal Learning,0.8807835876941681,0.177,True,10,2,10,"Episode_177: 中間抽象度, 集約的 (dims: [285, 367, 267, 188, 181])",2025-06-18T13:59:05.347675
178,"Recent research in Few-shot Learning demonstrates significant improvements in drug discovery, showing promising results with practical implications for real-world deployment.",drug discovery,Few-shot Learning,0.6858410239219666,0.178,True,10,2,10,"Episode_178: 中間抽象度, 集約的 (dims: [183, 158, 326, 305, 201])",2025-06-18T13:59:05.393790
179,"Recent research in Transfer Learning reveals new insights about financial prediction, showing promising results with practical implications for real-world deployment.",financial prediction,Transfer Learning,0.647900253534317,0.179,True,10,2,10,"Episode_179: 中間抽象度, 集約的 (dims: [263, 116, 146, 202, 67])",2025-06-18T13:59:05.437490
180,"Recent research in Adversarial Machine Learning establishes new benchmarks for educational technology, showing promising results with practical implications for real-world deployment.",educational technology,Adversarial Machine Learning,0.6267958283424377,0.18,True,10,2,10,"Episode_180: 中間抽象度, 集約的 (dims: [304, 34, 109, 141, 249])",2025-06-18T13:59:05.481633
181,"Recent research in Large Language Models achieves breakthrough performance on medical diagnosis, showing promising results with practical implications for real-world deployment.",medical diagnosis,Large Language Models,0.7565554976463318,0.181,True,2,2,10,"Episode_181: 中間抽象度, 集約的 (dims: [13, 282, 58, 91, 281])",2025-06-18T13:59:05.527889
182,"Recent research in Computer Vision introduces novel architecture for autonomous systems, showing promising results with practical implications for real-world deployment.",autonomous systems,Computer Vision,0.8714620172977448,0.182,True,10,2,10,"Episode_182: 中間抽象度, 集約的 (dims: [55, 373, 124, 359, 302])",2025-06-18T13:59:05.571448
183,"Recent research in Reinforcement Learning demonstrates significant improvements in natural language processing, showing promising results with practical implications for real-world deployment.",natural language processing,Reinforcement Learning,0.7472319304943085,0.183,True,10,2,10,"Episode_183: 中間抽象度, 集約的 (dims: [36, 182, 77, 235, 202])",2025-06-18T13:59:05.614814
184,"Recent research in Graph Neural Networks reveals new insights about computer vision, showing promising results with practical implications for real-world deployment.",computer vision,Graph Neural Networks,0.750832736492157,0.184,True,10,2,10,"Episode_184: 中間抽象度, 集約的 (dims: [360, 184, 305, 266, 71])",2025-06-18T13:59:05.658453
185,"Recent research in Federated Learning establishes new benchmarks for robotics, showing promising results with practical implications for real-world deployment.",robotics,Federated Learning,0.6535001993179321,0.185,True,10,2,10,"Episode_185: 中間抽象度, 集約的 (dims: [309, 42, 374, 377, 1])",2025-06-18T13:59:05.702079
186,"Recent research in Explainable AI achieves breakthrough performance on cybersecurity, showing promising results with practical implications for real-world deployment.",cybersecurity,Explainable AI,0.6540517210960388,0.186,True,9,2,10,"Episode_186: 中間抽象度, 集約的 (dims: [106, 62, 379, 367, 71])",2025-06-18T13:59:05.747312
187,"Recent research in Multimodal Learning introduces novel architecture for climate modeling, showing promising results with practical implications for real-world deployment.",climate modeling,Multimodal Learning,0.8807835876941681,0.187,True,10,2,10,"Episode_187: 中間抽象度, 集約的 (dims: [285, 367, 267, 188, 181])",2025-06-18T13:59:05.792317
188,"Recent research in Few-shot Learning demonstrates significant improvements in drug discovery, showing promising results with practical implications for real-world deployment.",drug discovery,Few-shot Learning,0.6858410239219666,0.188,True,10,2,10,"Episode_188: 中間抽象度, 集約的 (dims: [183, 158, 326, 305, 201])",2025-06-18T13:59:05.837409
189,"Recent research in Transfer Learning reveals new insights about financial prediction, showing promising results with practical implications for real-world deployment.",financial prediction,Transfer Learning,0.647900253534317,0.189,True,10,2,10,"Episode_189: 中間抽象度, 集約的 (dims: [263, 116, 146, 202, 67])",2025-06-18T13:59:05.881349
190,"Recent research in Adversarial Machine Learning establishes new benchmarks for educational technology, showing promising results with practical implications for real-world deployment.",educational technology,Adversarial Machine Learning,0.6267958283424377,0.19,True,10,2,10,"Episode_190: 中間抽象度, 集約的 (dims: [304, 34, 109, 141, 249])",2025-06-18T13:59:05.926171
191,"Recent research in Large Language Models achieves breakthrough performance on medical diagnosis, showing promising results with practical implications for real-world deployment.",medical diagnosis,Large Language Models,0.7565554976463318,0.191,True,1,2,10,"Episode_191: 中間抽象度, 集約的 (dims: [13, 282, 58, 91, 281])",2025-06-18T13:59:05.971490
192,"Recent research in Computer Vision introduces novel architecture for autonomous systems, showing promising results with practical implications for real-world deployment.",autonomous systems,Computer Vision,0.8714620172977448,0.192,True,10,1,10,"Episode_192: 中間抽象度, 集約的 (dims: [55, 373, 124, 359, 302])",2025-06-18T13:59:06.014614
193,"Recent research in Reinforcement Learning demonstrates significant improvements in natural language processing, showing promising results with practical implications for real-world deployment.",natural language processing,Reinforcement Learning,0.7472319304943085,0.193,True,10,2,10,"Episode_193: 中間抽象度, 集約的 (dims: [36, 182, 77, 235, 202])",2025-06-18T13:59:06.059213
194,"Recent research in Graph Neural Networks reveals new insights about computer vision, showing promising results with practical implications for real-world deployment.",computer vision,Graph Neural Networks,0.750832736492157,0.194,True,10,1,10,"Episode_194: 中間抽象度, 集約的 (dims: [360, 184, 305, 266, 71])",2025-06-18T13:59:06.102836
