file_path,module,domain,subdomain,responsibility_summary,line_count,class_count,function_count,classes,top_level_functions,runtime_reachable,test_reachable,internal_indegree,priority,recommended_action,merge_with,split_recommendation,improvement_proposal
src/insightspike/fallback/registry.py,insightspike.fallback.registry,fallback,fallback,フォールバック制御,293,3,3,FallbackReason|FallbackStrategy|FallbackRegistry,get_fallback_registry|register_fallback_strategy|execute_fallback,no,yes,1,P2,test_only_or_promote,-,-,テスト経由のみ利用。製品コードへ昇格するか tests 専用ユーティリティへ移す
src/insightspike/features/__init__.py,insightspike.features.__init__,features,features,任意機能モジュール,1,0,0,-,-,no,no,0,P2,archive_or_move,-,-,runtime/test から未到達。削除候補ではなくまず owner と用途を明記し、archive 判定する
src/insightspike/features/graph_reasoning/__init__.py,insightspike.features.graph_reasoning.__init__,features,features,任意機能モジュール,11,0,0,-,-,no,yes,0,P2,test_only_or_promote,-,-,テスト経由のみ利用。製品コードへ昇格するか tests 専用ユーティリティへ移す
src/insightspike/features/graph_reasoning/graph_analyzer.py,insightspike.features.graph_reasoning.graph_analyzer,features,features,任意機能モジュール,212,1,0,GraphAnalyzer,-,no,yes,1,P2,test_only_or_promote,-,-,テスト経由のみ利用。製品コードへ昇格するか tests 専用ユーティリティへ移す
src/insightspike/features/graph_reasoning/reward_calculator.py,insightspike.features.graph_reasoning.reward_calculator,features,features,任意機能モジュール,94,1,0,RewardCalculator,-,no,yes,1,P2,test_only_or_promote,-,-,テスト経由のみ利用。製品コードへ昇格するか tests 専用ユーティリティへ移す
src/insightspike/gedig/__init__.py,insightspike.gedig.__init__,gedig,gedig,gedigラッパ/モジュール,22,0,0,-,-,no,no,1,P2,archive_or_move,-,-,runtime/test から未到達。削除候補ではなくまず owner と用途を明記し、archive 判定する
src/insightspike/gedig/functional.py,insightspike.gedig.functional,gedig,gedig,gedigラッパ/モジュール,239,0,7,-,compute_f_score|_clamp_percentile|_compute_soft_threshold|_compute_soft_clustering|_compute_soft_density|_compute_entropy|_compute_soft_path_efficiency,no,no,2,P2,archive_or_move,-,-,runtime/test から未到達。削除候補ではなくまず owner と用途を明記し、archive 判定する
src/insightspike/gedig/module.py,insightspike.gedig.module,gedig,gedig,gedigラッパ/モジュール,118,2,0,FlashGeDIGLoss|GeDIGObserver,-,no,no,1,P2,archive_or_move,-,-,runtime/test から未到達。削除候補ではなくまず owner と用途を明記し、archive 判定する
src/insightspike/generation/insight_generator.py,insightspike.generation.insight_generator,generation,generation,洞察生成,204,1,0,InsightGenerator,-,no,yes,1,P2,test_only_or_promote,-,-,テスト経由のみ利用。製品コードへ昇格するか tests 専用ユーティリティへ移す
src/insightspike/graph/__init__.py,insightspike.graph.__init__,graph,graph,グラフ演算/メッセージパッシング,19,0,0,-,-,no,no,0,P2,archive_or_move,-,-,runtime/test から未到達。削除候補ではなくまず owner と用途を明記し、archive 判定する
src/insightspike/graph/construction.py,insightspike.graph.construction,graph,graph,グラフ演算/メッセージパッシング,205,1,0,GraphBuilder,-,no,no,1,P2,archive_or_move,-,-,runtime/test から未到達。削除候補ではなくまず owner と用途を明記し、archive 判定する
src/insightspike/graph/edge_reevaluator.py,insightspike.graph.edge_reevaluator,graph,graph,グラフ演算/メッセージパッシング,271,1,0,EdgeReevaluator,-,no,yes,0,P2,test_only_or_promote,-,-,テスト経由のみ利用。製品コードへ昇格するか tests 専用ユーティリティへ移す
src/insightspike/graph/message_passing.py,insightspike.graph.message_passing,graph,graph,グラフ演算/メッセージパッシング,180,1,0,MessagePassing,-,no,yes,0,P2,test_only_or_promote,-,-,テスト経由のみ利用。製品コードへ昇格するか tests 専用ユーティリティへ移す
src/insightspike/graph/message_passing_optimized.py,insightspike.graph.message_passing_optimized,graph,graph,グラフ演算/メッセージパッシング,290,1,0,OptimizedMessagePassing,-,no,no,0,P2,archive_or_move,-,-,runtime/test から未到達。削除候補ではなくまず owner と用途を明記し、archive 判定する
src/insightspike/graph/type_adapter.py,insightspike.graph.type_adapter,graph,graph,グラフ演算/メッセージパッシング,200,1,0,GraphTypeAdapter,-,no,no,0,P2,archive_or_move,-,-,runtime/test から未到達。削除候補ではなくまず owner と用途を明記し、archive 判定する
src/insightspike/implementations/__init__.py,insightspike.implementations.__init__,implementations,implementations,具体実装（agents/layers/datastore）,1,0,0,-,-,no,no,0,P2,archive_or_move,-,-,runtime/test から未到達。削除候補ではなくまず owner と用途を明記し、archive 判定する
src/insightspike/implementations/agents/__init__.py,insightspike.implementations.agents.__init__,implementations,implementations/agents,具体実装（agents/layers/datastore）,36,0,0,-,-,no,yes,0,P2,test_only_or_promote,-,-,テスト経由のみ利用。製品コードへ昇格するか tests 専用ユーティリティへ移す
src/insightspike/implementations/agents/agent_factory.py,insightspike.implementations.agents.agent_factory,implementations,implementations/agents,具体実装（agents/layers/datastore）,211,2,3,InsightSpikeAgentFactory|AgentConfigBuilder,create_maze_agent|create_configured_maze_agent|create_qa_agent,no,yes,3,P2,test_only_or_promote,-,-,テスト経由のみ利用。製品コードへ昇格するか tests 専用ユーティリティへ移す
src/insightspike/implementations/agents/decision_controller.py,insightspike.implementations.agents.decision_controller,implementations,implementations/agents,具体実装（agents/layers/datastore）,35,2,0,Decision|DecisionController,-,yes,yes,1,P2,consolidate_agents,src/insightspike/implementations/agents/configurable_agent.py,-,エージェント実装の系統を整理し、モード切替での一本化を検討
src/insightspike/implementations/agents/generic_agent.py,insightspike.implementations.agents.generic_agent,implementations,implementations/agents,具体実装（agents/layers/datastore）,395,3,0,GenericMemoryManager|GenericReasoner|GenericInsightSpikeAgent,-,no,yes,3,P2,test_only_or_promote,-,-,テスト経由のみ利用。製品コードへ昇格するか tests 専用ユーティリティへ移す
src/insightspike/implementations/datastore/__init__.py,insightspike.implementations.datastore.__init__,implementations,implementations/datastore,具体実装（agents/layers/datastore）,16,0,0,-,-,no,yes,1,P2,test_only_or_promote,-,-,テスト経由のみ利用。製品コードへ昇格するか tests 専用ユーティリティへ移す
src/insightspike/implementations/datastore/adapters.py,insightspike.implementations.datastore.adapters,implementations,implementations/datastore,具体実装（agents/layers/datastore）,207,2,0,L2MemoryAdapter|L3GraphAdapter,-,no,no,0,P2,archive_or_move,-,-,runtime/test から未到達。削除候補ではなくまず owner と用途を明記し、archive 判定する
src/insightspike/implementations/datastore/configurable_vector_index.py,insightspike.implementations.datastore.configurable_vector_index,implementations,implementations/datastore,具体実装（agents/layers/datastore）,222,1,0,ConfigurableVectorIndex,-,no,no,0,P2,archive_or_move,-,-,runtime/test から未到達。削除候補ではなくまず owner と用途を明記し、archive 判定する
src/insightspike/implementations/datastore/enhanced_filesystem_store.py,insightspike.implementations.datastore.enhanced_filesystem_store,implementations,implementations/datastore,具体実装（agents/layers/datastore）,171,1,0,EnhancedFileSystemDataStore,-,no,yes,0,P2,test_only_or_promote,-,-,テスト経由のみ利用。製品コードへ昇格するか tests 専用ユーティリティへ移す
src/insightspike/implementations/graph/graph_builder_adapter.py,insightspike.implementations.graph.graph_builder_adapter,implementations,implementations/graph,具体実装（agents/layers/datastore）,108,1,0,GraphBuilderAdapter,-,no,yes,0,P2,test_only_or_promote,-,-,テスト経由のみ利用。製品コードへ昇格するか tests 専用ユーティリティへ移す
src/insightspike/implementations/graph/pyg_graph_builder.py,insightspike.implementations.graph.pyg_graph_builder,implementations,implementations/graph,具体実装（agents/layers/datastore）,165,1,0,PyGGraphBuilder,-,no,yes,3,P2,test_only_or_promote,-,-,テスト経由のみ利用。製品コードへ昇格するか tests 専用ユーティリティへ移す
src/insightspike/implementations/layers/__init__.py,insightspike.implementations.layers.__init__,implementations,implementations/layers,具体実装（agents/layers/datastore）,74,0,1,-,__getattr__,no,yes,3,P2,test_only_or_promote,-,-,テスト経由のみ利用。製品コードへ昇格するか tests 専用ユーティリティへ移す
src/insightspike/implementations/layers/layer1_stream_processor.py,insightspike.implementations.layers.layer1_stream_processor,implementations,implementations/layers,具体実装（agents/layers/datastore）,402,5,0,L1Episode|Layer1Config|BoundaryDetector|Layer1StreamProcessor|L1IntegratedMemory,-,no,no,0,P2,archive_or_move,-,-,runtime/test から未到達。削除候補ではなくまず owner と用途を明記し、archive 判定する
src/insightspike/implementations/layers/layer3/__init__.py,insightspike.implementations.layers.layer3.__init__,implementations,implementations/layers,具体実装（agents/layers/datastore）,63,1,1,L3GraphReasoner,_load_real_class,no,yes,1,P2,test_only_or_promote,-,-,テスト経由のみ利用。製品コードへ昇格するか tests 専用ユーティリティへ移す
src/insightspike/implementations/layers/layer3/__main__.py,insightspike.implementations.layers.layer3.__main__,implementations,implementations/layers,具体実装（agents/layers/datastore）,7,0,0,-,-,no,no,0,P2,archive_or_move,-,-,runtime/test から未到達。削除候補ではなくまず owner と用途を明記し、archive 判定する
src/insightspike/implementations/layers/layer3/lite_stub.py,insightspike.implementations.layers.layer3.lite_stub,implementations,implementations/layers,具体実装（agents/layers/datastore）,42,1,0,L3GraphReasonerLiteStub,-,no,yes,1,P2,test_only_or_promote,-,-,テスト経由のみ利用。製品コードへ昇格するか tests 専用ユーティリティへ移す
src/insightspike/implementations/memory/__init__.py,insightspike.implementations.memory.__init__,implementations,implementations/memory,具体実装（agents/layers/datastore）,84,1,0,Memory,-,no,yes,0,P2,shrink_exports,-,-,re-export を最小化し、重い import は遅延ロードに統一
src/insightspike/implementations/memory/knowledge_graph_memory.py,insightspike.implementations.memory.knowledge_graph_memory,implementations,implementations/memory,具体実装（agents/layers/datastore）,133,1,0,KnowledgeGraphMemory,-,no,no,0,P2,archive_or_move,-,-,runtime/test から未到達。削除候補ではなくまず owner と用途を明記し、archive 判定する
src/insightspike/implementations/memory/scalable_graph_manager.py,insightspike.implementations.memory.scalable_graph_manager,implementations,implementations/memory,具体実装（agents/layers/datastore）,397,1,0,ScalableGraphManager,-,no,no,0,P2,archive_or_move,-,-,runtime/test から未到達。削除候補ではなくまず owner と用途を明記し、archive 判定する
src/insightspike/implementations/pipeline.py,insightspike.implementations.pipeline,implementations,implementations,具体実装（agents/layers/datastore）,176,2,0,SearchResult|ProcessingPipeline,-,no,no,0,P2,archive_or_move,-,-,runtime/test から未到達。削除候補ではなくまず owner と用途を明記し、archive 判定する
src/insightspike/index/__init__.py,insightspike.index.__init__,index,index,インデックス移行/互換,17,0,0,-,-,no,yes,1,P2,test_only_or_promote,-,-,テスト経由のみ利用。製品コードへ昇格するか tests 専用ユーティリティへ移す
src/insightspike/index/backward_compatible_wrapper.py,insightspike.index.backward_compatible_wrapper,index,index,インデックス移行/互換,80,1,0,BackwardCompatibleWrapper,-,no,yes,1,P2,test_only_or_promote,-,-,テスト経由のみ利用。製品コードへ昇格するか tests 専用ユーティリティへ移す
src/insightspike/index/integrated_vector_graph_index.py,insightspike.index.integrated_vector_graph_index,index,index,インデックス移行/互換,128,1,0,IntegratedVectorGraphIndex,-,no,yes,3,P2,test_only_or_promote,-,-,テスト経由のみ利用。製品コードへ昇格するか tests 専用ユーティリティへ移す
src/insightspike/index/migration_helper.py,insightspike.index.migration_helper,index,index,インデックス移行/互換,210,1,0,MigrationHelper,-,no,yes,1,P2,test_only_or_promote,-,-,テスト経由のみ利用。製品コードへ昇格するか tests 専用ユーティリティへ移す
src/insightspike/integrations/__init__.py,insightspike.integrations.__init__,integrations,integrations,外部統合,11,0,0,-,-,no,no,0,P2,archive_or_move,-,-,実行経路外。用途を README に明記し、必要なら experiments または archive に移す
src/insightspike/integrations/educational.py,insightspike.integrations.educational,integrations,integrations,外部統合,509,4,0,Student|LearningPath|AssessmentResult|EducationalSystemIntegration,-,no,no,1,P2,archive_or_move,-,-,実行経路外。用途を README に明記し、必要なら experiments または archive に移す
src/insightspike/interfaces/__init__.py,insightspike.interfaces.__init__,interfaces,interfaces,公開インターフェース,33,0,0,-,-,no,yes,4,P2,test_only_or_promote,-,-,テスト経由のみ利用。製品コードへ昇格するか tests 専用ユーティリティへ移す
src/insightspike/interfaces/agent.py,insightspike.interfaces.agent,interfaces,interfaces,公開インターフェース,86,2,0,IAgent|IMemoryAgent,-,no,yes,1,P2,test_only_or_promote,-,-,テスト経由のみ利用。製品コードへ昇格するか tests 専用ユーティリティへ移す
src/insightspike/interfaces/datastore.py,insightspike.interfaces.datastore,interfaces,interfaces,公開インターフェース,127,2,0,IEpisodeStore|IDataStore,-,no,yes,1,P2,test_only_or_promote,-,-,テスト経由のみ利用。製品コードへ昇格するか tests 専用ユーティリティへ移す
src/insightspike/interfaces/embedder.py,insightspike.interfaces.embedder,interfaces,interfaces,公開インターフェース,61,1,0,IEmbedder,-,no,yes,1,P2,test_only_or_promote,-,-,テスト経由のみ利用。製品コードへ昇格するか tests 専用ユーティリティへ移す
src/insightspike/interfaces/graph.py,insightspike.interfaces.graph,interfaces,interfaces,公開インターフェース,117,2,0,IGraphBuilder|IGraphAnalyzer,-,no,yes,2,P2,test_only_or_promote,-,-,テスト経由のみ利用。製品コードへ昇格するか tests 専用ユーティリティへ移す
src/insightspike/interfaces/llm.py,insightspike.interfaces.llm,interfaces,interfaces,公開インターフェース,78,1,0,ILLMProvider,-,no,yes,1,P2,test_only_or_promote,-,-,テスト経由のみ利用。製品コードへ昇格するか tests 専用ユーティリティへ移す
src/insightspike/interfaces/memory.py,insightspike.interfaces.memory,interfaces,interfaces,公開インターフェース,119,2,0,IMemoryManager|IMemorySearch,-,no,yes,1,P2,test_only_or_promote,-,-,テスト経由のみ利用。製品コードへ昇格するか tests 専用ユーティリティへ移す
src/insightspike/learning/__init__.py,insightspike.learning.__init__,learning,learning,学習ログ/最適化,15,0,0,-,-,no,no,0,P2,archive_or_move,-,-,runtime/test から未到達。削除候補ではなくまず owner と用途を明記し、archive 判定する
src/insightspike/maze_experimental/__init__.py,insightspike.maze_experimental.__init__,maze_experimental,maze_experimental,迷路向け実験実装,27,0,0,-,-,no,no,0,P2,archive_or_move,experiments/maze/*,-,実行経路外。`experiments/maze` へ移動し、ライブラリ本体から切り離す
src/insightspike/maze_experimental/algorithms/gedig_gradient_field.py,insightspike.maze_experimental.algorithms.gedig_gradient_field,maze_experimental,maze_experimental/algorithms,迷路向け実験実装,303,1,1,GeDIGGradientField,test_gradient_field,no,no,0,P2,archive_or_move,experiments/maze/*,-,実行経路外。`experiments/maze` へ移動し、ライブラリ本体から切り離す
src/insightspike/maze_experimental/algorithms/vector_space_gedig.py,insightspike.maze_experimental.algorithms.vector_space_gedig,maze_experimental,maze_experimental/algorithms,迷路向け実験実装,277,1,1,VectorSpaceGeDIG,test_vector_optimization,no,no,0,P2,archive_or_move,experiments/maze/*,-,実行経路外。`experiments/maze` へ移動し、ライブラリ本体から切り離す
src/insightspike/maze_experimental/environments/complex_maze.py,insightspike.maze_experimental.environments.complex_maze,maze_experimental,maze_experimental/environments,迷路向け実験実装,223,1,0,ComplexMazeGenerator,-,no,no,0,P2,archive_or_move,experiments/maze/*,-,実行経路外。`experiments/maze` へ移動し、ライブラリ本体から切り離す
src/insightspike/maze_experimental/environments/proper_maze_generator.py,insightspike.maze_experimental.environments.proper_maze_generator,maze_experimental,maze_experimental/environments,迷路向け実験実装,231,1,0,ProperMazeGenerator,-,no,no,0,P2,archive_or_move,experiments/maze/*,-,実行経路外。`experiments/maze` へ移動し、ライブラリ本体から切り離す
src/insightspike/maze_experimental/maze_config.py,insightspike.maze_experimental.maze_config,maze_experimental,maze_experimental,迷路向け実験実装,88,3,0,MazeConfig|MazeNavigatorConfig|MazeExperimentConfig,-,yes,yes,14,P2,move_to_experiments,experiments/maze/*,-,迷路向け実験コード。`src` 本体ではなく `experiments/maze` で管理する方針に寄せる
src/insightspike/maze_experimental/navigators/__init__.py,insightspike.maze_experimental.navigators.__init__,maze_experimental,maze_experimental/navigators,迷路向け実験実装,1,0,0,-,-,no,no,1,P2,archive_or_move,experiments/maze/*,-,実行経路外。`experiments/maze` へ移動し、ライブラリ本体から切り離す
src/insightspike/maze_experimental/navigators/action_memory_navigator.py,insightspike.maze_experimental.navigators.action_memory_navigator,maze_experimental,maze_experimental/navigators,迷路向け実験実装,330,3,0,ActionResult|ActionNode|ActionMemoryNavigator,-,no,no,0,P2,archive_or_move,experiments/maze/*,-,実行経路外。`experiments/maze` へ移動し、ライブラリ本体から切り離す
src/insightspike/maze_experimental/navigators/blind_experience_navigator.py,insightspike.maze_experimental.navigators.blind_experience_navigator,maze_experimental,maze_experimental/navigators,迷路向け実験実装,331,4,0,ExperienceType|BlindDirectionalExperience|BlindMemoryNode|BlindExperienceNavigator,-,no,no,0,P2,archive_or_move,experiments/maze/*,-,実行経路外。`experiments/maze` へ移動し、ライブラリ本体から切り離す
src/insightspike/maze_experimental/navigators/experience_memory_navigator.py,insightspike.maze_experimental.navigators.experience_memory_navigator,maze_experimental,maze_experimental/navigators,迷路向け実験実装,362,4,0,ExperienceType|DirectionalExperience|MemoryNode|ExperienceMemoryNavigator,-,no,no,0,P2,archive_or_move,experiments/maze/*,-,実行経路外。`experiments/maze` へ移動し、ライブラリ本体から切り離す
src/insightspike/maze_experimental/navigators/gediq_navigator.py,insightspike.maze_experimental.navigators.gediq_navigator,maze_experimental,maze_experimental/navigators,迷路向け実験実装,545,2,0,NavigationMemoryNode|GeDIGNavigator,-,no,yes,1,P2,move_to_experiments,experiments/maze/*,-,迷路向け実験コード。`src` 本体ではなく `experiments/maze` で管理する方針に寄せる
src/insightspike/maze_experimental/navigators/passage_graph_navigator.py,insightspike.maze_experimental.navigators.passage_graph_navigator,maze_experimental,maze_experimental/navigators,迷路向け実験実装,229,2,0,PassageNode|PassageGraphNavigator,-,no,no,0,P2,archive_or_move,experiments/maze/*,-,実行経路外。`experiments/maze` へ移動し、ライブラリ本体から切り離す
src/insightspike/maze_experimental/navigators/pure_gediq_navigator.py,insightspike.maze_experimental.navigators.pure_gediq_navigator,maze_experimental,maze_experimental/navigators,迷路向け実験実装,262,2,0,MemoryNode|PureGeDIGNavigator,-,no,no,0,P2,archive_or_move,experiments/maze/*,-,実行経路外。`experiments/maze` へ移動し、ライブラリ本体から切り離す
src/insightspike/maze_experimental/navigators/simple_action_navigator.py,insightspike.maze_experimental.navigators.simple_action_navigator,maze_experimental,maze_experimental/navigators,迷路向け実験実装,217,2,0,ActionMemory|SimpleActionNavigator,-,no,no,0,P2,archive_or_move,experiments/maze/*,-,実行経路外。`experiments/maze` へ移動し、ライブラリ本体から切り離す
src/insightspike/maze_experimental/navigators/simple_gediq_navigator.py,insightspike.maze_experimental.navigators.simple_gediq_navigator,maze_experimental,maze_experimental/navigators,迷路向け実験実装,329,2,0,NavigationMemoryNode|SimpleGeDIGNavigator,-,no,no,0,P2,archive_or_move,experiments/maze/*,-,実行経路外。`experiments/maze` へ移動し、ライブラリ本体から切り離す
src/insightspike/maze_experimental/navigators/structured_action_navigator.py,insightspike.maze_experimental.navigators.structured_action_navigator,maze_experimental,maze_experimental/navigators,迷路向け実験実装,417,3,0,ActionResult|ActionNode|StructuredActionNavigator,-,no,no,0,P2,archive_or_move,experiments/maze/*,-,実行経路外。`experiments/maze` へ移動し、ライブラリ本体から切り離す
src/insightspike/maze_experimental/navigators/wall_aware_gediq_navigator.py,insightspike.maze_experimental.navigators.wall_aware_gediq_navigator,maze_experimental,maze_experimental/navigators,迷路向け実験実装,311,3,0,WallMemory|LocationMemory|WallAwareGeDIGNavigator,-,no,no,0,P2,archive_or_move,experiments/maze/*,-,実行経路外。`experiments/maze` へ移動し、ライブラリ本体から切り離す
src/insightspike/maze_experimental/navigators/wall_graph_navigator.py,insightspike.maze_experimental.navigators.wall_graph_navigator,maze_experimental,maze_experimental/navigators,迷路向け実験実装,266,2,0,WallNode|WallGraphNavigator,-,no,no,0,P2,archive_or_move,experiments/maze/*,-,実行経路外。`experiments/maze` へ移動し、ライブラリ本体から切り離す
src/insightspike/maze_experimental/navigators/wall_only_gediq_navigator.py,insightspike.maze_experimental.navigators.wall_only_gediq_navigator,maze_experimental,maze_experimental/navigators,迷路向け実験実装,258,2,0,WallNode|WallOnlyGeDIGNavigator,-,no,no,0,P2,archive_or_move,experiments/maze/*,-,実行経路外。`experiments/maze` へ移動し、ライブラリ本体から切り離す
src/insightspike/maze_experimental/query/dimension_aware_sphere_search.py,insightspike.maze_experimental.query.dimension_aware_sphere_search,maze_experimental,maze_experimental/query,迷路向け実験実装,222,1,1,DimensionAwareSphereSearch,demonstrate_dimension_scaling,no,no,0,P2,archive_or_move,experiments/maze/*,-,実行経路外。`experiments/maze` へ移動し、ライブラリ本体から切り離す
src/insightspike/maze_experimental/query/logarithmic_sphere_search.py,insightspike.maze_experimental.query.logarithmic_sphere_search,maze_experimental,maze_experimental/query,迷路向け実験実装,281,2,1,LogarithmicSearchConfig|LogarithmicSphereSearch,create_intuitive_searcher,no,no,0,P2,archive_or_move,experiments/maze/*,-,実行経路外。`experiments/maze` へ移動し、ライブラリ本体から切り離す
src/insightspike/maze_experimental/query/wake_mode_searcher.py,insightspike.maze_experimental.query.wake_mode_searcher,maze_experimental,maze_experimental/query,迷路向け実験実装,152,1,1,WakeModeSearcher,integrate_wake_search,no,no,0,P2,archive_or_move,experiments/maze/*,-,実行経路外。`experiments/maze` へ移動し、ライブラリ本体から切り離す
src/insightspike/memory/confidence_pruning.py,insightspike.memory.confidence_pruning,memory,memory,メモリ補助機能,255,1,0,ConfidenceBasedPruning,-,no,yes,1,P2,test_only_or_promote,-,-,テスト経由のみ利用。製品コードへ昇格するか tests 専用ユーティリティへ移す
src/insightspike/memory/experience_tracker.py,insightspike.memory.experience_tracker,memory,memory,メモリ補助機能,266,1,0,ExperienceTracker,-,no,yes,0,P2,test_only_or_promote,-,-,テスト経由のみ利用。製品コードへ昇格するか tests 専用ユーティリティへ移す
src/insightspike/memory/integrated_memory_manager.py,insightspike.memory.integrated_memory_manager,memory,memory,メモリ補助機能,198,1,0,IntegratedMemoryManager,-,no,yes,0,P2,test_only_or_promote,-,-,テスト経由のみ利用。製品コードへ昇格するか tests 専用ユーティリティへ移す
src/insightspike/metrics/__init__.py,insightspike.metrics.__init__,metrics,metrics,メトリクス計算,470,0,8,-,compute_delta_ged|compute_delta_ig|compute_fusion_reward|analyze_insight|configure_default_weights|get_preset_configurations|apply_preset_configuration|get_algorithm_metadata,no,yes,0,P2,shrink_exports,-,-,re-export を最小化し、重い import は遅延ロードに統一
src/insightspike/metrics/improved_gedig_metrics.py,insightspike.metrics.improved_gedig_metrics,metrics,metrics,メトリクス計算,330,2,2,GEDIGMetrics|ImprovedGEDIGCalculator,calculate_gedig_metrics|compute_gedig_legacy,no,yes,0,P2,test_only_or_promote,-,-,テスト経由のみ利用。製品コードへ昇格するか tests 専用ユーティリティへ移す
src/insightspike/metrics/psz.py,insightspike.metrics.psz,metrics,metrics,メトリクス計算,51,2,2,PSZThresholds|PSZSummary,summarize_accept_latency|inside_psz,no,yes,0,P2,test_only_or_promote,-,-,テスト経由のみ利用。製品コードへ昇格するか tests 専用ユーティリティへ移す
src/insightspike/metrics/validation_helpers.py,insightspike.metrics.validation_helpers,metrics,metrics,メトリクス計算,132,1,2,StabilityResult,run_small_maze_stability|run_spike_reproducibility,no,yes,0,P2,test_only_or_promote,-,-,テスト経由のみ利用。製品コードへ昇格するか tests 専用ユーティリティへ移す
src/insightspike/monitoring/memory_monitor.py,insightspike.monitoring.memory_monitor,monitoring,monitoring,監視,270,2,2,MemorySnapshot|MemoryMonitor,get_memory_monitor|check_memory_usage,no,yes,3,P2,test_only_or_promote,-,-,テスト経由のみ利用。製品コードへ昇格するか tests 専用ユーティリティへ移す
src/insightspike/platform/__init__.py,insightspike.platform.__init__,platform,platform,プラットフォーム層,10,0,0,-,-,no,no,0,P2,archive_or_move,-,-,runtime/test から未到達。削除候補ではなくまず owner と用途を明記し、archive 判定する
src/insightspike/processing/__init__.py,insightspike.processing.__init__,processing,processing,埋め込み/前処理,12,0,0,-,-,no,no,0,P2,archive_or_move,-,-,runtime/test から未到達。削除候補ではなくまず owner と用途を明記し、archive 判定する
src/insightspike/processing/retrieval.py,insightspike.processing.retrieval,processing,processing,埋め込み/前処理,7,0,1,-,retrieve,no,no,1,P2,archive_or_move,-,-,runtime/test から未到達。削除候補ではなくまず owner と用途を明記し、archive 判定する
src/insightspike/processing/standardized_embedder.py,insightspike.processing.standardized_embedder,processing,processing,埋め込み/前処理,107,1,0,StandardizedEmbedder,-,no,no,0,P2,archive_or_move,-,-,runtime/test から未到達。削除候補ではなくまず owner と用途を明記し、archive 判定する
src/insightspike/providers/__init__.py,insightspike.providers.__init__,providers,providers,LLM/モデルプロバイダ,37,0,0,-,-,no,yes,1,P2,test_only_or_promote,-,-,テスト経由のみ利用。製品コードへ昇格するか tests 専用ユーティリティへ移す
src/insightspike/query/sphere_search.py,insightspike.query.sphere_search,query,query,クエリ記録/探索,85,3,0,NeighborNode|SimpleSphereSearch|SphereSearch,-,no,yes,0,P2,test_only_or_promote,-,-,テスト経由のみ利用。製品コードへ昇格するか tests 専用ユーティリティへ移す
src/insightspike/query_adaptation/__init__.py,insightspike.query_adaptation.__init__,query_adaptation,query_adaptation,クエリ適応,12,0,0,-,-,no,no,0,P2,archive_or_move,-,-,実行経路外。用途を README に明記し、必要なら experiments または archive に移す
src/insightspike/query_adaptation/adaptive_topk.py,insightspike.query_adaptation.adaptive_topk,query_adaptation,query_adaptation,クエリ適応,311,1,3,AdaptiveTopKConfig,calculate_adaptive_topk|estimate_chain_reaction_potential|test_adaptive_topk,no,no,1,P2,archive_or_move,-,-,実行経路外。用途を README に明記し、必要なら experiments または archive に移す
src/insightspike/query_adaptation/auto_learning.py,insightspike.query_adaptation.auto_learning,query_adaptation,query_adaptation,クエリ適応,561,3,0,UnknownConcept|LearningSession|Layer1AutoLearningSystem,-,no,no,1,P2,archive_or_move,-,-,実行経路外。用途を README に明記し、必要なら experiments または archive に移す
src/insightspike/query_adaptation/unknown_learner.py,insightspike.query_adaptation.unknown_learner,query_adaptation,query_adaptation,クエリ適応,460,2,2,WeakRelationship|UnknownLearner,get_unknown_learner|shutdown_unknown_learner,no,no,1,P2,archive_or_move,-,-,実行経路外。用途を README に明記し、必要なら experiments または archive に移す
src/insightspike/rag/reranker.py,insightspike.rag.reranker,rag,rag,RAG補助,196,1,2,StructureReranker,_min_max_normalize|_select_bottom_indices,no,no,0,P2,archive_or_move,-,-,runtime/test から未到達。削除候補ではなくまず owner と用途を明記し、archive 判定する
src/insightspike/search/similarity_search.py,insightspike.search.similarity_search,search,search,検索アルゴリズム,171,1,0,SimilaritySearch,-,no,yes,1,P2,test_only_or_promote,-,-,テスト経由のみ利用。製品コードへ昇格するか tests 専用ユーティリティへ移す
src/insightspike/spike_pipeline/__init__.py,insightspike.spike_pipeline.__init__,spike_pipeline,spike_pipeline,スパイク解析パイプライン,20,0,0,-,-,no,yes,1,P2,test_only_or_promote,-,-,テスト経由のみ利用。製品コードへ昇格するか tests 専用ユーティリティへ移す
src/insightspike/spike_pipeline/analyzer.py,insightspike.spike_pipeline.analyzer,spike_pipeline,spike_pipeline,スパイク解析パイプライン,363,2,0,SpikeStats|SpikeStatsAnalyzer,-,no,yes,4,P2,test_only_or_promote,-,-,テスト経由のみ利用。製品コードへ昇格するか tests 専用ユーティリティへ移す
src/insightspike/spike_pipeline/collector.py,insightspike.spike_pipeline.collector,spike_pipeline,spike_pipeline,スパイク解析パイプライン,197,2,0,SpikeDataCollection|SpikeDataCollector,-,no,yes,4,P2,test_only_or_promote,-,-,テスト経由のみ利用。製品コードへ昇格するか tests 専用ユーティリティへ移す
